fuente,feria,categoria,peso_rango,fecha,precio_kg_clp,precio_cabeza_clp,moneda,url_fuente,created_at
odepa,los_angeles,toro,600-800,2026-01-19,2155.00,1508500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848856-04
odepa,los_angeles,vaca_gorda,450-600,2026-01-19,2243.00,1177575.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846744-04
odepa,los_angeles,vaquilla,350-450,2026-01-19,2496.00,998400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847413-04
odepa,osorno,novillo_gordo,450-550,2026-01-19,2656.00,1328000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845795-04
odepa,osorno,ternero,150-250,2026-01-19,2856.00,571200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847935-04
odepa,osorno,toro,600-800,2026-01-19,2041.00,1428700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848592-04
odepa,osorno,vaca_gorda,450-600,2026-01-19,2188.00,1148700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846483-04
odepa,osorno,vaquilla,350-450,2026-01-19,2371.00,948400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847153-04
odepa,puerto_montt,novillo_gordo,450-550,2026-01-19,2701.00,1350500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846218-04
odepa,puerto_montt,ternero,150-250,2026-01-19,2921.00,584200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848329-04
odepa,puerto_montt,toro,600-800,2026-01-19,2125.00,1487500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848991-04
odepa,puerto_montt,vaca_gorda,450-600,2026-01-19,2178.00,1143450.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846875-04
odepa,puerto_montt,vaquilla,350-450,2026-01-19,2328.00,931200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847539-04
odepa,talca,novillo_gordo,450-550,2026-01-19,2919.00,1459500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846347-04
odepa,talca,ternero,150-250,2026-01-19,3149.00,629800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848453-04
odepa,talca,toro,600-800,2026-01-19,2194.00,1535800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.849124-04
odepa,talca,vaca_gorda,450-600,2026-01-19,2335.00,1225875.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847008-04
odepa,talca,vaquilla,350-450,2026-01-19,2518.00,1007200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847801-04
odepa,temuco,novillo_gordo,450-550,2026-01-19,2734.00,1367000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845937-04
odepa,temuco,ternero,150-250,2026-01-19,3036.00,607200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848065-04
odepa,temuco,toro,600-800,2026-01-19,2160.00,1512000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.848727-04
odepa,temuco,vaca_gorda,450-600,2026-01-19,2238.00,1174950.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.846614-04
odepa,temuco,vaquilla,350-450,2026-01-19,2404.00,961600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.847285-04
odepa,los_angeles,novillo_gordo,450-550,2026-01-12,2817.00,1408500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842584-04
odepa,los_angeles,ternero,150-250,2026-01-12,3028.00,605600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844736-04
odepa,los_angeles,toro,600-800,2026-01-12,2107.00,1474900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845399-04
odepa,los_angeles,vaca_gorda,450-600,2026-01-12,2246.00,1179150.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843246-04
odepa,los_angeles,vaquilla,350-450,2026-01-12,2540.00,1016000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844073-04
odepa,osorno,novillo_gordo,450-550,2026-01-12,2673.00,1336500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842318-04
odepa,osorno,ternero,150-250,2026-01-12,2948.00,589600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844471-04
odepa,osorno,toro,600-800,2026-01-12,2076.00,1453200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845133-04
odepa,osorno,vaca_gorda,450-600,2026-01-12,2119.00,1112475.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842984-04
odepa,osorno,vaquilla,350-450,2026-01-12,2395.00,958000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843663-04
odepa,puerto_montt,novillo_gordo,450-550,2026-01-12,2653.00,1326500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842719-04
odepa,puerto_montt,ternero,150-250,2026-01-12,2943.00,588600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844869-04
odepa,puerto_montt,toro,600-800,2026-01-12,2005.00,1403500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845533-04
odepa,puerto_montt,vaca_gorda,450-600,2026-01-12,2101.00,1103025.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843394-04
odepa,puerto_montt,vaquilla,350-450,2026-01-12,2390.00,956000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844204-04
odepa,talca,novillo_gordo,450-550,2026-01-12,2950.00,1475000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842847-04
odepa,talca,ternero,150-250,2026-01-12,3212.00,642400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845001-04
odepa,talca,toro,600-800,2026-01-12,2295.00,1606500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845662-04
odepa,talca,vaca_gorda,450-600,2026-01-12,2338.00,1227450.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843528-04
odepa,talca,vaquilla,350-450,2026-01-12,2567.00,1026800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844338-04
odepa,temuco,novillo_gordo,450-550,2026-01-12,2696.00,1348000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.84245-04
odepa,temuco,ternero,150-250,2026-01-12,3026.00,605200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.844605-04
odepa,temuco,toro,600-800,2026-01-12,2065.00,1445500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.845265-04
odepa,temuco,vaca_gorda,450-600,2026-01-12,2158.00,1132950.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843117-04
odepa,temuco,vaquilla,350-450,2026-01-12,2493.00,997200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.843806-04
odepa,los_angeles,novillo_gordo,450-550,2026-01-05,2726.00,1363000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839085-04
odepa,los_angeles,ternero,150-250,2026-01-05,3081.00,616200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841274-04
odepa,los_angeles,toro,600-800,2026-01-05,2201.00,1540700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841922-04
odepa,los_angeles,vaca_gorda,450-600,2026-01-05,2216.00,1163400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839743-04
odepa,los_angeles,vaquilla,350-450,2026-01-05,2438.00,975200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840419-04
odepa,osorno,novillo_gordo,450-550,2026-01-05,2635.00,1317500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838822-04
odepa,osorno,ternero,150-250,2026-01-05,2958.00,591600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840822-04
odepa,osorno,toro,600-800,2026-01-05,2042.00,1429400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841668-04
odepa,osorno,vaca_gorda,450-600,2026-01-05,2171.00,1139775.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839483-04
odepa,osorno,vaquilla,350-450,2026-01-05,2410.00,964000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840153-04
odepa,puerto_montt,novillo_gordo,450-550,2026-01-05,2678.00,1339000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839211-04
odepa,puerto_montt,ternero,150-250,2026-01-05,2876.00,575200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841405-04
odepa,puerto_montt,toro,600-800,2026-01-05,2105.00,1473500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842054-04
odepa,puerto_montt,vaca_gorda,450-600,2026-01-05,2117.00,1111425.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839886-04
odepa,puerto_montt,vaquilla,350-450,2026-01-05,2340.00,936000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840555-04
odepa,talca,novillo_gordo,450-550,2026-01-05,2792.00,1396000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839347-04
odepa,talca,ternero,150-250,2026-01-05,3039.00,607800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841536-04
odepa,talca,toro,600-800,2026-01-05,2239.00,1567300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.842183-04
odepa,talca,vaca_gorda,450-600,2026-01-05,2278.00,1195950.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840015-04
odepa,talca,vaquilla,350-450,2026-01-05,2626.00,1050400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840687-04
odepa,temuco,novillo_gordo,450-550,2026-01-05,2683.00,1341500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838954-04
odepa,temuco,ternero,150-250,2026-01-05,2920.00,584000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.84114-04
odepa,temuco,toro,600-800,2026-01-05,2126.00,1488200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.841797-04
odepa,temuco,vaca_gorda,450-600,2026-01-05,2255.00,1183875.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.839612-04
odepa,temuco,vaquilla,350-450,2026-01-05,2529.00,1011600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.840287-04
odepa,los_angeles,novillo_gordo,450-550,2025-12-29,2869.00,1434500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835632-04
odepa,los_angeles,ternero,150-250,2025-12-29,3058.00,611600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837748-04
odepa,los_angeles,toro,600-800,2025-12-29,2238.00,1566600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838408-04
odepa,los_angeles,vaca_gorda,450-600,2025-12-29,2267.00,1190175.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836301-04
odepa,los_angeles,vaquilla,350-450,2025-12-29,2510.00,1004000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836975-04
odepa,osorno,novillo_gordo,450-550,2025-12-29,2637.00,1318500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835362-04
odepa,osorno,ternero,150-250,2025-12-29,2913.00,582600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837496-04
odepa,osorno,toro,600-800,2025-12-29,2117.00,1481900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838123-04
odepa,osorno,vaca_gorda,450-600,2025-12-29,2165.00,1136625.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836038-04
odepa,osorno,vaquilla,350-450,2025-12-29,2381.00,952400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836682-04
odepa,puerto_montt,novillo_gordo,450-550,2025-12-29,2610.00,1305000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835761-04
odepa,puerto_montt,ternero,150-250,2025-12-29,2955.00,591000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837866-04
odepa,puerto_montt,toro,600-800,2025-12-29,2131.00,1491700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838553-04
odepa,puerto_montt,vaca_gorda,450-600,2025-12-29,2184.00,1146600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836432-04
odepa,puerto_montt,vaquilla,350-450,2025-12-29,2371.00,948400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.83711-04
odepa,talca,novillo_gordo,450-550,2025-12-29,2923.00,1461500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835892-04
odepa,talca,ternero,150-250,2025-12-29,3133.00,626600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837994-04
odepa,talca,toro,600-800,2025-12-29,2256.00,1579200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838687-04
odepa,talca,vaca_gorda,450-600,2025-12-29,2328.00,1222200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836552-04
odepa,talca,vaquilla,350-450,2025-12-29,2567.00,1026800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837359-04
odepa,temuco,novillo_gordo,450-550,2025-12-29,2748.00,1374000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835511-04
odepa,temuco,ternero,150-250,2025-12-29,3102.00,620400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.837624-04
odepa,temuco,toro,600-800,2025-12-29,2169.00,1518300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.838267-04
odepa,temuco,vaca_gorda,450-600,2025-12-29,2177.00,1142925.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836172-04
odepa,temuco,vaquilla,350-450,2025-12-29,2469.00,987600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.836827-04
odepa,los_angeles,novillo_gordo,450-550,2025-12-22,2774.00,1387000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832268-04
odepa,los_angeles,ternero,150-250,2025-12-22,3077.00,615400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834232-04
odepa,los_angeles,toro,600-800,2025-12-22,2206.00,1544200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834969-04
odepa,los_angeles,vaca_gorda,450-600,2025-12-22,2214.00,1162350.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832939-04
odepa,los_angeles,vaquilla,350-450,2025-12-22,2537.00,1014800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833589-04
odepa,osorno,novillo_gordo,450-550,2025-12-22,2712.00,1356000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832021-04
odepa,osorno,ternero,150-250,2025-12-22,3037.00,607400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833973-04
odepa,osorno,toro,600-800,2025-12-22,2105.00,1473500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834593-04
odepa,osorno,vaca_gorda,450-600,2025-12-22,2148.00,1127700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832672-04
odepa,osorno,vaquilla,350-450,2025-12-22,2379.00,951600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833334-04
odepa,puerto_montt,novillo_gordo,450-550,2025-12-22,2653.00,1326500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832401-04
odepa,puerto_montt,ternero,150-250,2025-12-22,2908.00,581600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834353-04
odepa,puerto_montt,toro,600-800,2025-12-22,2131.00,1491700.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835108-04
odepa,puerto_montt,vaca_gorda,450-600,2025-12-22,2113.00,1109325.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.83307-04
odepa,puerto_montt,vaquilla,350-450,2025-12-22,2486.00,994400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833716-04
odepa,talca,novillo_gordo,450-550,2025-12-22,2942.00,1471000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832531-04
odepa,talca,ternero,150-250,2025-12-22,3191.00,638200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834474-04
odepa,talca,toro,600-800,2025-12-22,2326.00,1628200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.835233-04
odepa,talca,vaca_gorda,450-600,2025-12-22,2396.00,1257900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833201-04
odepa,talca,vaquilla,350-450,2025-12-22,2540.00,1016000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.83385-04
odepa,temuco,novillo_gordo,450-550,2025-12-22,2766.00,1383000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832143-04
odepa,temuco,ternero,150-250,2025-12-22,2951.00,590200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834095-04
odepa,temuco,toro,600-800,2025-12-22,2148.00,1503600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.834714-04
odepa,temuco,vaca_gorda,450-600,2025-12-22,2172.00,1140300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.832806-04
odepa,temuco,vaquilla,350-450,2025-12-22,2491.00,996400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.833456-04
odepa,los_angeles,novillo_gordo,450-550,2025-12-15,2886.00,1443000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.828914-04
odepa,los_angeles,ternero,150-250,2025-12-15,3069.00,613800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830869-04
odepa,los_angeles,toro,600-800,2025-12-15,2249.00,1574300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.83152-04
odepa,los_angeles,vaca_gorda,450-600,2025-12-15,2236.00,1173900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829569-04
odepa,los_angeles,vaquilla,350-450,2025-12-15,2552.00,1020800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830226-04
odepa,osorno,novillo_gordo,450-550,2025-12-15,2693.00,1346500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.82864-04
odepa,osorno,ternero,150-250,2025-12-15,3041.00,608200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830619-04
odepa,osorno,toro,600-800,2025-12-15,2132.00,1492400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.831259-04
odepa,osorno,vaca_gorda,450-600,2025-12-15,2140.00,1123500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829305-04
odepa,osorno,vaquilla,350-450,2025-12-15,2508.00,1003200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829962-04
odepa,puerto_montt,novillo_gordo,450-550,2025-12-15,2627.00,1313500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829042-04
odepa,puerto_montt,ternero,150-250,2025-12-15,2905.00,581000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.831002-04
odepa,puerto_montt,toro,600-800,2025-12-15,2050.00,1435000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.83178-04
odepa,puerto_montt,vaca_gorda,450-600,2025-12-15,2165.00,1136625.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829702-04
odepa,puerto_montt,vaquilla,350-450,2025-12-15,2433.00,973200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830359-04
odepa,talca,novillo_gordo,450-550,2025-12-15,2875.00,1437500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829173-04
odepa,talca,ternero,150-250,2025-12-15,3147.00,629400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.831135-04
odepa,talca,toro,600-800,2025-12-15,2233.00,1563100.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.831901-04
odepa,talca,vaca_gorda,450-600,2025-12-15,2411.00,1265775.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829833-04
odepa,talca,vaquilla,350-450,2025-12-15,2622.00,1048800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830492-04
odepa,temuco,novillo_gordo,450-550,2025-12-15,2845.00,1422500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.82878-04
odepa,temuco,ternero,150-250,2025-12-15,3025.00,605000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830749-04
odepa,temuco,toro,600-800,2025-12-15,2089.00,1462300.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.831388-04
odepa,temuco,vaca_gorda,450-600,2025-12-15,2210.00,1160250.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.829438-04
odepa,temuco,vaquilla,350-450,2025-12-15,2416.00,966400.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.830094-04
odepa,los_angeles,novillo_gordo,450-550,2025-12-08,2822.00,1411000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825456-04
odepa,los_angeles,ternero,150-250,2025-12-08,3055.00,611000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827452-04
odepa,los_angeles,toro,600-800,2025-12-08,2236.00,1565200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.828252-04
odepa,los_angeles,vaca_gorda,450-600,2025-12-08,2299.00,1206975.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.82614-04
odepa,los_angeles,vaquilla,350-450,2025-12-08,2470.00,988000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.826795-04
odepa,osorno,novillo_gordo,450-550,2025-12-08,2638.00,1319000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825193-04
odepa,osorno,ternero,150-250,2025-12-08,2920.00,584000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827186-04
odepa,osorno,toro,600-800,2025-12-08,2094.00,1465800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827847-04
odepa,osorno,vaca_gorda,450-600,2025-12-08,2250.00,1181250.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825847-04
odepa,osorno,vaquilla,350-450,2025-12-08,2482.00,992800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.826537-04
odepa,puerto_montt,novillo_gordo,450-550,2025-12-08,2626.00,1313000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825588-04
odepa,puerto_montt,ternero,150-250,2025-12-08,2954.00,590800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827583-04
odepa,puerto_montt,toro,600-800,2025-12-08,2057.00,1439900.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.828381-04
odepa,puerto_montt,vaca_gorda,450-600,2025-12-08,2213.00,1161825.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.826273-04
odepa,puerto_montt,vaquilla,350-450,2025-12-08,2458.00,983200.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.826923-04
odepa,talca,novillo_gordo,450-550,2025-12-08,2980.00,1490000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825719-04
odepa,talca,ternero,150-250,2025-12-08,3223.00,644600.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827714-04
odepa,talca,toro,600-800,2025-12-08,2215.00,1550500.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.828514-04
odepa,talca,vaca_gorda,450-600,2025-12-08,2413.00,1266825.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.826405-04
odepa,talca,vaquilla,350-450,2025-12-08,2632.00,1052800.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.827055-04
odepa,temuco,novillo_gordo,450-550,2025-12-08,2824.00,1412000.00,CLP,https://www.odepa.gob.cl/precios/series-de-precios,2026-04-20 23:39:49.825325-04
